username,date,score,review
adamflame7,"Jun 14, 2024",8,"A solid old school shooter. It's not trying to do too much and pulls off what it is doing quite well. I pretty quickly understood why the game gets mentioned and complemented on the enemy AI. They take cover, they flank, they're pretty accurate and pose a very real threat in most encounters. I couldn't get the idea of this being Half Life plus horror out of my head. Some of the level design, shooting, physics, and movement felt very like that of HL. All in all, a pretty solid horror fps, that both makes you feel very powerful at times yet still manages to keep my hair standing up at times.
I am a mega scaredy cat when it comes to horror and I did ""okay"", not super friendly, but not too in your face. It does need a couple easy tweaks to play well on modern hardware."
Cristiano_Lin,"Apr 4, 2024",4,"First some good things, really good Ai even for today. The Graphics are also good for 2005 and the controls aren't bad, nothing special. I really don't know what is happening in the story, you follow one guy and more I don't know. The game feels like a mix between Doom 3, a new guy have to fight against some randomn enemys on his own. The other part of the mix is a generic shooter. This game is nothing special,if I have to discribe it in on sentence I would say: It is like Doom 3, but Enemys have guns and they are smarter."
OzgurOri,"Mar 15, 2024",9,"I don't understand how it is possible to make a game like this in 2005. Its artificial intelligence is smarter than most people I know and it often feels like it is reading your mind, but despite this, it offers a very balanced difficulty. IT IS DEFINITELY A GAME THAT EVERYONE SHOULD TRY AT LEAST ONCE."
legitretard16,"Feb 1, 2024",10,"Truly amazing. The feeling of shooting in slow-motion with the shotgun is just superb. It's a shame we don't get games like this anymore. True, the story is obviously a b-movie plot, but the way they have carried it forward with the cinematics, you just have a keen interest on what's going to happen next. The A.I. of the enemies are also outstanding. Definitely a must try!!"
majesty_x,"Jan 19, 2024",8,Graphics: 7/10; Storyline: 7/10; Gameplay: 9/10; Atmosphere: 8/10; Music: 8/10; Summary rating: 8/10
LT_Gruber,"Dec 28, 2023",10,[SPOILER ALERT: This review contains spoilers.]
JuanLavalle321,"Oct 15, 2023",9,"Good athmosphere and horror environment, combat changes with every encounter, great graphics even for it's release date, the gameplay becomes a little repetitive after the final hours of gameplay."
Richard_dias,"Aug 15, 2023",9,"The first of its kind, F.E.A.R. is high regarded as one of the best FPS games ever, and I do agree with that! Very good level design, art direction and pretty fun action packed combat."
M300,"Aug 3, 2023",5,"The game **** at scaring you, and if the scares don't work it turns out to be mostly a corridor shooter but with quite good AI and decent gun mechanics.

I can't leave a negative because this is a review from 2023, for 2005 this is an epic level of technical achievement that can be felt whilst playing, it's quite eye opening just how bad some newer games are at AI and gun play.

The game becomes repetitive by around interval 5, it loses all of it's magic if any it had to start with.

There is zero difficulty to any enemy engagement if you are around average or above average at shooting with a mouse.

I played on medium difficulty and thought I was playing in a hospital because there were so many med packs and I was always full of them, I also forgot I had a slow-mo feature because enemy encounters were that easy.

Other than that though? yeah it's a run of the mil shooter campaign not bad and by today's standards not good either."
RexFactorem,"Jul 18, 2023",9,[SPOILER ALERT: This review contains spoilers.]
KolesAdlerov,"Jul 2, 2023",8,"Top notch firefights with cinematic melee and legs! One of the two best AI ever made for a first-person. And the horror ""how not to do"".

(extreme difficulty; no explosives, no first-aid kits, no slo-mo)
Gameplay:
combat mechanics 10/10
combat logic 9/10
atmosphere [mystical/radio trashtalk, bad levels] 6/10
Gameplay as immersive horror [mystic is a trash] 5/10

Story [mystical trash is awful] 2/10

Graphics [all-grey] 9/10

Sounds & music [psi-trashtalk, absurd ambient] 7/10

.
The very last Monolith PC production. RIP, PC-FPS development."
Talves,"Jun 20, 2023",10,"The original F.E.A.R is probably one of the best horror shooters around. Jump scares still hold up in 2023. Story is amazing and smooth. i remember as a kid i couldnt play this game in the dark, and it still holds that factor 14 yrs later at 27."
DJelpapu,"Jun 18, 2023",8,[SPOILER ALERT: This review contains spoilers.]
armadonpower,"Jun 13, 2023",10,"F.E.A.R. delivers heart-pounding scares, a haunting atmosphere, and an engaging story. Its unique blend of horror and FPS make it a great horror game."
Nick7000,"May 31, 2023",8,"Очень приятный шутер, потрясающий ИИ. Из минусов можно выделить слишком однообразные локации и то, что она, к сожалению, совсем не страшная."
Babutto,"May 8, 2023",8,"Pros.:
- For a time being, it was a legit shooter with elements of horror.
- Bullet time in FPS.
- Smart enemies, flanking you.
- Legit story and characters.

Cons.:
- Boring music.
- Occasionally poor level design. As if the game was cut.
- Plot holes."
Bushido_DZ95,"Apr 10, 2023",10,"10 April 2023
So far, no shooter has been created better than F.E.A.R. and that's not surprising since the developers have stopped paying attention to physics, destructibility, AI, interactive objects, and the sheer fun of gunfights."
DAVlD,"Mar 27, 2023",8,"Pretty well aged shooter, a bit repetitive but still fun. good atmosphere over all.
if you like games like condemned or call of cthullu you should give this a go or vice versa."
petrkozak13,"Jan 9, 2023",8,"I've never finished the campaign as I hate horror games, but we played F.E.A.R. LAN multiplayer last weekend with the boys and I must say it's perfect! Highly reccomend."
ugarov_jr,"Dec 31, 2022",6,"Good old game. With beautiful graphics, an interesting plot and good shootings. But alas, there are critical flaws. The game is very corridor, and the locations themselves are not diverse. The first half of the game is clearly stronger than the second. Some characters in the game are simply not needed. The story itself leaves more questions than answers."
dmitriy_savenok,"Dec 25, 2022",10,"Безусловный шедевр своего времени, который и по сей день играется на ура.
Увлекательный геймплей, грамотный level-дизайн и атмосферный сюжет делают своё дело.
10/10"
Perspective_Det,"Dec 20, 2022",4,[SPOILER ALERT: This review contains spoilers.]
O3liveon,"Dec 18, 2022",8,"This game for the standards in 2005, is incredible! They really did a good job here adding not only a fantastic horror story but implement and take bullet time to the next level. I was 15 when this game was released and I can remember being scared, intrigued and loving the excellent combat! Admittedly it's not great in 2022 (at the time of writing this) but still pretty darn fun actually.
You can see how cool and technically built it was back then, but it is very old. You have to be willing to allow yourself to enjoy old games to like it, but I think you should. This is a must play and a great addition to the books of gaming history."
Miz_Gamer,"Nov 20, 2022",8,"Graphics 7/10
Sounds 8/10
Gameplay 8/10
Story:6/10
Classic game, i love experience this game"
The_D4RknesS,"Oct 31, 2022",10,FEAR Definitive! It's amazing how in 2005 this game has such good physics and perfect artificial intelligence! One of the best I've seen in my life
EVIL_UJIN,"Oct 15, 2022",10,"Шедевр среди шутеров!. Прошел уже раза 4. Такого ИИ до сих пор нигде не видел. Супер динамичные перестрелки и классная хоррор-составляющая никому не дадут скучать. Жаль, что продолжение серии слили.."
mikasa_,"Aug 3, 2022",10,"Один из лучших шутеров в истории видеоигр, делающий упор на кинематографичные перестрелки в духе фильмов Джона Ву. В игре гармонично переплетены атмосфера голливудского боевика и японского ужаса, и все это в декорациях угрюмого города, медленно отравляющего самого себя"
KapralDominik,"Jul 24, 2022",8,"Даже спустя столько лет - один из лучших шутеров не утративший своей актуальности. Отменный для своего времени графический потенциал заперт в тесных офисных коридорах, но физика окружения (разрушающиеся стены, двери, стекла, периферия и прочие бытовые приспособления) с чуть ли не лучшим AI противников за все время существования видеоигр не дают заскучать, а инновационные способы напугать нас с позиции хоррорной составляющей до сих пор держат в напряжении и страшат на столько, на сколько это возможно. Оценка: 8."
Demon2017,"Jun 19, 2022",9,"Очень обидно за эту игру. Пожалуй, это лучший шутер от первого лица в плане перестрелок, потому что больше нигде вы не встретите такой драйв во время стрельбы и от действия врагов, но в те времена людям был интересен именно Халф лайф, но фир хотя бы не забыли, жаль, что серия не стала развивать свои лучшие механики, а ушла в сторону консольных шутанов, где и умерла."
AngryGeek,"Jun 7, 2022",9,"It's a very good game over the years. The quality of artificial intelligence does not exist today.
Don't play the sequels. You can play dlc."
rezo_21,"May 11, 2022",8,====================IIIIIIIIII GAME RANK : 76 IIIIIIIIII====================
Tomle1202,"Mar 23, 2022",8,"The mid-game drags could have been trimmed down for a more polished experience, but F.E.A.R will nevertheless guarantee you a good time."
cezar88augusto,"Mar 13, 2022",8,"Looking back at the time this game was released, it was a really good game that guaranteed me hours of fun and fear! I remember being scared during several moments of FEAR. The atmosphere of the game for that time I consider to have been very good and engaging!"
r03vg,"Feb 22, 2022",7,"Враги умны не по годам. А ещё так страшно, что я кирпичный завод отстроил."
piglordofallham,"Feb 17, 2022",7,"F.E.A.R. was an absolute classic that, at least within its own genre and series, has yet to be dethroned, but is it quite as remarkable as people remember it?  I played F.E.A.R. or ""First Encounter Assault Recon,"" -which doesn't really roll off the tongue as well as the accronym, but I digress- way back in 2006 and you can for sure bet I barely had a computer that could run it at the time.  Of course over the years that issue has been made null and void, but coincedentally what was once difficult to run on older hardware has become even more difficult to run on modern hardware for various reasons.

Let me just rip off the bandaid here for anyone who's still too hardheaded to admit it:  F.E.A.R. is not as good as we all remember.  The first hour?  Pretty great, but even after multiple playthroughs the entire Armacham office is a total blur and I don't care how many times someone reminds me what the last few levels were, because I could not recall them from memory without watching a video or reading a synopsis.  F.E.A.R. as a game is weak in areas that at the time we weren't too upset about.  Doom 3 had come out the year before, as well as Half-life 2, the latter remaining probably the best (but not perfect) shooter from that decade, though F.E.A.R.'s first foray still collects accolades for its particular blend of combat.  For one, its like May Payne, SHOGO and Half-life had a baby, but this baby also inherited every trope, cliche, and stereotype from whatever pop culture thing was relevant when it came out.  Creepy ghost girls?  Check.  Nerdy fat slob who secretly betrays you? Check.  Generic black uniformed enemies with very little variation?  Check-a-roo, and lets not forget the slowmotion ""effect"" that was slapped onto the game because hit-scan guns from enemies were the go-to method back then and are what probably gave people the impression that the A.I. in this game was mildly intelligent.

The game was always a hodge-podge of very marketable generic FPS trends and features a very lackluster line-up of weapons that feel good to shoot, but lack the inventiveness of even the heavily criticized Half-life 2 or Halo series.  The levels are very linear, featuring barely any twists or turns, though they have slightly different routes, but those are just hallways that happen to meet at some other junction.  As far as the game play is concerned, its great fun, or was really enjoyable at the time, but now it can be absolutely blown right through when you realize how bad the A.I. actually is and how much they CHEAT to locate you in most instances.  The enemies always know where the pointman is, but they pretend they don't due to the way they're programmed to engage you.  Now remember, this game occasionally gets huge compliments in the AI department and this was even after the original Halo made large maps accomplishing the very same thing years before F.E.A.R. saw the light of day.

The list of dumb advantages that make the game moderately unenjoyable later are mostly just the few beefcake enemies that have huge health pools and the big robot mechs you find later.  The shooty-shooty-bang-bang was always entertaining and players will often reload quicksaves just to try things a little differently or maybe optimize gunfights or even experiment, but that is the experience people enjoyed about the game.  Not the story, not the ""characters,"" not the voicemails, and certainly NOT the final boss fight (if you can even call it that).  The sequels were so bad, I often wonder if they even had a good concept to begin with for any sort of overarching plot, and I'd go as far to say that the backdrop for the first game really only worked in the first game.  Visually and aurally speaking, those were all knockout features in the game that really helped sell the atmosphere, though the jump scares are extremely archaic by today's standards and wore out their welcome after the first few times you happen to encounter them.  The original F.E.A.R. game has a whole host of problems on newer machines, you have some graphical glitches, problems at higher frame rates, problems without V-sync on, mouse input issues that require a dinput fix, and the original EAX effects are somewhat broken even with Creative Alchemy's software ""restoration"" and it just kind of **** that the engine itself was so miserably proprietary (thanks Monolith- that's like every one of your titles).  I know in my head how F.E.A.R. played, what it looked like, and sounded like way back when, so obviously it **** that I can't even play that version of it without weird issues.

I know this comes down to subjectivity, but I think F.E.A.R. was kind of a one-off.  It was a really remarkable game, not brilliant, but certainly had some of more memorable gunfights, though in my experience even the S.T.A.L.K.E.R. series had more depth and more options in terms of how you could approach its combat scenarios."
FRIST_008,"Jun 14, 2021",8,"Шутер, который заслуживал в своё время хороших оценок и внимания. Сейчас он уже устарел"
Gorbunov2004,"Jun 12, 2021",9,"Хорошая игра с нормальным сюжетом, стрельбой. Но только я слышал что противники в F.E.A.R. умные обходят вас закидывают гранатами а в итоге они тупые как пробки."
ShadowFlade,"Jun 8, 2021",9,"AI at the time was very good, also kinda scary (but that mb bc I was 12 or smth),decent scenario+ spectacular gameplay, horror scenes if not scary right now but still feel good and artistic"
frederik1478,"Jun 8, 2021",8,"Fear an amazing first-person shooter ,is one of the best of it's time and maybe all time, the only problem with the game it's the environment it kind of same i it should have garden maybe more interesting environment because I don't want to see  office ever again in my life. But the shooting is phenomenal one one of the best shooting games ever made and I would recommend it to anyone it is truly satisfying and the shotgun is the best of using  in any game"
Ricklaixh,"Jun 5, 2021",10,"This game is sooo damn good, I remember I played this game when I was a 12 years old and that's my first scary games I ever played and I like though. the story and action is soo good. This game take place on my heart and this game atmosphere is soo cool. I want this series to continue or Remake, this game is a masterpiece."
LoganF1107,"May 30, 2021",10,One of the most Scariest games i ever played F.E.A.R is unlike anything you've seen the AI is what makes this game so much fun and the scares and music are the best part seeing the little girl in the game gave me the chills all i gotta say is it's better if you play this game in the Dark!
BFG-1337,"Apr 22, 2021",6,"Really smart A.I., they do all kinds of tactics and I love how they behave In general just super exciting and difficult on harder.
Great graphics for the year it released and amazing physics.
Where this game flops and falls flat on its face is the level design and the horror, its really not scary and the level design is worse than Half-Life (1998), Its really dull and uninspired level design, just as the game gets good it suddenly gets very boring and bland because of the level design..
The horror scenes are so predictable they instantly break immersion because it does that transition into ""horror land"" and you know you cant get hurt in the horror land because its just like a flash back or something...
This feels like a very long tech demo to show off its AI and great graphics and physics.

6/10 - Some excellent AI, probably the best ever seen In a video game, held back by its claustrophobic and very flat level design.."
SgAkErRu,"Apr 13, 2021",9,"Перепрошел недавно эту игру, в последний раз запускал лет 10 назад. Прикольная игруля.

Хороший графон на момент выхода, да и щас неплох, выглядит не мультяшно. Многим в этой игре нравится боёвка и ИИ противников. Ну да, так и есть, боевка что на 2005 год, что сейчас - очень неплоха, играется бодро, ИИ тоже неплох. В довесок у игры хорошее звуковое сопровождение (эмбиент и музон, но есть и средние, и плохие треки), и как по мне, очень неплохая атмосфера. Сами пугалки конечно не пугают, но в целом антураж поддерживают.

И все же игра душновата местами - однотипные локации, полчища клонов, которых надоедает по кд стрелять. Насчет сюжета особо многого не скажу, разрабы все же упор делали на геймплей, а не на него, но в принципе для такого шутана - он в общем-то ничего.

По поводу продолжения - мое мнение, что саму серию надо было заканчивать на дополнении Extraction Point (хоть это дополнение и не от самих Монолит), потому-что все последующее - это какой-то мегакринж. [8.5/10]"
DoctorAMDC,"Mar 20, 2021",5,"A generic FPS. Mix Counter Strike and Half Life, and this is what you'll get"
Ratingss,"Feb 20, 2021",9,"imo the best single player FPS ever made.
The AI is so well made you feel like you are playing against real people, the gunplay and sound are awesome. The levels and art are the most boring thing anyone could think of yet they feel completely unique and fit the game like a glove. The story is cool and told in a way that doesnt get on your way of enjoying playing the game."
AlexKVideos1,"Feb 20, 2021",8,"F.E.A.R. plus its expansion packs Extraction Point, and Perseus Mandate, are some of the most intriguing games I've played. Horror was never a genre of games I could get into, however these games blend horror with great first person action. This game reminds me of a tech demo, but made into a very serviceable game. The story is not ever super clear, but its great piecing it together, and making sense of the world, and the crazy **** happening in it. Voice acting is done very well, and isn't cringy in any way. The atmosphere is just perfect, with the gray, and brown color scheme that just works. Gun fights consists of ricochets, sparks, smoking, intense gun fire that is a beautiful sight to see. However, one thing became pretty apparent, especially during the play throughs of the expansions packs: The padded out campaign.

The story and action is usually drip feed when walking through the huge levels, and without the ability to run, it makes it slower going through the levels, and backtracking for equipment.

Other than this complaint, F.E.A.R. is a great game. A must have for PC players!"
T3ruKuu,"Feb 15, 2021",10,"F.e.a.r is a game in which I had a lot of fun playing and had a great experience, the enemies are very smart knowing how to deal with you in different situations."
Pekaboyare,"Jan 26, 2021",9,"Шутер с лучшим ИИ в играх вплоть до 2021 года включительно! Замедление, мясо, звук гильз, куча врагов, очень круто, всем советую!"
VigilanteOito,"Jan 21, 2021",7,"Antigo, porém é um bom shooter.
As partes de terror não assusta nada.
O Game é mais shooter do que terror."
alvir218,"Jan 6, 2021",10,"horror and action wonderfully mixed with a good story to make a memorable game, there is a multiplayer included for free"
PublicNuisance,"Jan 1, 2021",9,"F.E.A.R. is one of the all time greatest first person shooters. That is something I believed back in 2005 and something I still believe now. It has some of the most satisfying combat I have ever had the satisfaction of playing and one of the best uses of slow mo I have seen next to Max Payne. There are plenty of weapons to choose from and all are fun to use in their own way. Every firefight just felt like pure unadulterated fun. The story is fantastic and one of the few times I would say it would be movie worthy without much if any changes needed. The graphics were top notch for their time. Blood; gore; facial detail; dust and smoke particles in gunfights; shadows; lighting; it was all mind blowing. The soundtrack was well done especially in the intro which is one of the finest intros I have ever seen. The voice acting is great all around. The storytelling devices were well sued as you can find laptops with backstory; find voicemails with current info as well as news reports that shed light on how the story is effecting the city. The AI was also some of the best I have seen and that is still true today sadly. The enemies work as a group; communicate about your strategy as well as to each other; they try to flush you out and flank you. The gaming world has had fifteen years to advance enemy AI in games and few if any have taken steps to even be as good as F.E.A.R. let alone better. The only criticisms I can offer are that I would have liked more info on just how Alma got her powers and what happened to Jankowski. I also think the game lacked a true end confrontation; it felt a bit out of place compared to the previous 8 hours of play.

In this most recent play through I played F.E.A.R. on Linux using Wine and Lutris. It did crash on me one time with an error stating “out of memory” but other than that ran without issue and the performance was great. The game has twenty graphics settings; two AA options; and six AF options. Alt-Tab worked. You could pause and skip cut scenes. You could manually save whenever you wanted and there were ten save slots to do so or you could let the game simply save at checkpoints. You could change the difficulty at any time. The game does have some odd physics at times where bodies will rag doll off the ground even after death. I’m not sure if this is an issue with Wine or something that is just a game issue.

Game Engine: LithTech Jupiter EX
Save System: Manual and checkpoints
Disk Space Used: 16.8 GB
Game Version Played: 1.08 of F.E.A.R. Platinum
Settings Used: All Highest; 4x AA; 16x AF @ 1920x1080

CPU Usage: 10-21 %
RAM Usage: 1.9-2.6 GB
GPU Usage: 13-100 %

If you enjoy first person shooters in the slightest you owe it to yourself to play F.E.A.R. It is the total package of graphics; AI; game play and sound. The pacing was done well. It took me eight hours and nine minutes to beat the game on the extreme difficulty setting which didn’t feel too long nor rushed. I originally paid $56.48 CAD for F.E.A.R. when it first released. It retails for $12.89 CAD at the time of writing this. I can honestly say it is worth whatever they wanted to charge for it. I thought $56.48 was fair and I would think $100 was fair if they asked it of me.

My Score: 9/10

My System:

AMD Ryzen 5 2600X | 16GB DDR4-3000 CL15 | Gigabyte R9 270 2GB | Mesa 20.3.1 | Samsung 970 Evo Plus 500GB | Manjaro 20.2 | Mate 1.24.1 | Kernel 5.10.2-2-MANJARO | Wine 5.22 | Lutris 0.5.8.1"
YtiaFenya,"Nov 14, 2020",10,[SPOILER ALERT: This review contains spoilers.]
R3PL1CANT,"Sep 8, 2020",9,"One of the best shooters ever created in this world. Change my mind!
Topographic cretinism simulator. After all, only in these corridors you will spend a lot of time to find an exit from one location to another. Urrrhhh!!!"
empleat100,"Sep 2, 2020",10,"MASTERPIECE! Game was developed to feel like you are a movie star. It looks very realistic and well even on full hd! Great AI and level design. It is not like horror game, more like psychological thriller in japanese style. Mainly heavy combat focused and with slow mo. Absolutely beatiful physics and effects. This game needs remaster on VR. It would be stunning on VR! Story is also good, you have to pick out small details to understand it, which is hard sometimes, when characters are speaking there is noise, but it is mainly combat focused, very quick pacing and absolutely EPIC fights!

This is must play for everyone. This is that kind of FPS, that revolutionized the genre and is original! Now what do we get? Give your kids FEAR instead of Fall guys! They need to play real games! To not become gaming zombies... I played this when i was 10..."
Hgxhjncd,"Aug 15, 2020",10,Lyxxpudouxluxlyxlyxlydlydlydlyslyslysotsosoyslyslyzlyzlyzylzlyzlyyzlyxlyxlxylyxkxylzlyzlyzlyxlyxylxlyxylx
LironesAlviento,"Aug 2, 2020",7,"Muy entretenido, un shooter de terror un poco lineal pero que da lo que promete, un poco simple pero me ha gustado."
Slaviy,"Jul 29, 2020",6,"Ставлю 6 из жалости. Посредственный хоррор, но более менее стрелябельный шутер в отличии от 2 части сие творения."
SewAwOw,"Jul 21, 2020",9,"Превосходный коридорный шутан, один из лучших в принципе. Атмосфера, графика, звуковой ряд, сюжет, геймплей - все на высоте. ИИ клонов - это просто нечто, ни до ни после я не видел лучше7о или хотя бы такого же интеллекта у ботов в шутерах. С ними реально интересно перестреливаться, они не реально хотят умирать, каждая схватка с ботами невероятно крутая и зрелищная, если не пользоваться читерным слоу-мо, то на высокой сложности игра действительно станет хардкорной. Жаль, последующие части не переняли эту немаловажную особенность."
guiletheguiles,"Jul 12, 2020",8,"I've been meaning to replay F.E.A.R. for quite a while and I'm glad that I enjoyed it just as much as I did, back when I first played. While it didn't age VERY well, it still plays like a charm, owing a lot to the first Half Life.

Love it or hate it, F.E.A.R., alongside RE4, is one of the best games to blend horror and action together. It's a little more action oriented than it should, but its suffocating creepy atmosphere and ominous pacing keeps you on your toes. You never know if you're going to get jumpscared by a terrifying little girl or shot by a dozen heavy armored replica soldiers. It seems weird and it kinda is, but it works! I believe that half of the reason why it works is due to its strange story. It a mystery told in 11 chapters that still grips me to this day. It's not INCREDIBLY well-written, but it's engaging. It made me want to get to the ending and uncover whatever the hell was happening in the Origin project. Alma, Fettel and even you, the silent protagonist, are driving forces in a quiet story that, in my opinion, did not disappoint.

Gameplay is also quite competent. Weapon variety is good, using SlowMo gives you a huge boost in combat, guns are impactful and the action is way more tactical than I remembered. Enemy variety ****, but the AI compensates, since they constantly try to flank you, react to your actions and force you to play smart to get to the next area. And while the game might be challenging, it plays so nice that I love how accessible it is for anybody to just pick up and shoot.
One other thing that I LOVE is the sound design. Horror games usually nails this, but F.E.A.R. took it to another level. Do play this with a headset, please!

F.E.A.R.'s biggest enemy is the level design. I usually prefer linear games than sandbox/open-world ones, but this is a perfect example of linear design gone terribly wrong. Levels are a repetitive, unimaginative and bland hallway fest. Some corridors feel like labyrinths. I got lost so many times on some areas that I just got bored! The pacing is not bad, but its straightforward nature hurts how well the game could hold up nowadays.
I may love the story, but MY GOD does it take its time to unfold. You're basically left in the dark for the first 7 chapters, with minimal information and the same objective. And It's not like they did not have anything to reveal, they just decided to wait and rush it by the end. I love the final chapters, but if the game just focused in telling the story and frightening you more than throwing more enemies in the way, it would be much better.
Also, whose idea was to make the flashlight so annoying? And why are there MECHS in the game? They feel so out of place...

F.E.A.R.'s problems did not break the game in any way for me. This is still an amazing hair-raising experience.
It's easy to recommend this to anyone, since it works so well as an fps and as a horror game.
Sure, it didn't age like a fine wine, but it does its job of keeping you hooked and terrified."
dlcatalin,"Jul 12, 2020",10,"I don't care what you have to say,  this game had some of the best shooting mechanics and graphics at the time. And it was very very immersive."
Hannibaal,"Jun 20, 2020",9,"Es un juego de disparos en primera persona puro y duro, pero además tiene algo mas, la ambientación y los momentos de terror (que no son muchos pero si efectivos),  hasta ese momento era algo nuevo para un juego de disparos en primera persona y que yo sepa después no se ha visto una mezcla similar, además el tiempo bala también fue una innovación en el género y la I.A de los enemigos fue muy impresionante en su momento. Por eso F.E.A.R es un juego especial. El diseño de niveles no es complejo pero si efectivo y la I.A de los enemigos es sobresaliente especialmente en como interactua con los escenarios, ejemplo de un juego bien diseñado y equilibrado, quizás el tiempo bala rompe a veces el equilibrio. Solo los scripts contra fantasmas me parecieron aburridos y repetitivos, el juego en su conjunto sobresaliente y el paso del tiempo lo demuestra, los juegos muy buenos lo son siempre por mucho tiempo que pase."
Sinmaker,"May 27, 2020",6,a ser feita em breve jakjalkahslkdhalkshdlkahslkdahslkdakhldhsaldhaklshdlkahsdklah
rastec,"Apr 28, 2020",7,"The F.E.A.R. game is still playable in 2020 at Windows 10 after FPS fix applied. There is also fix for a too small subtitles on high resolutions, so... have fun after 15 years from the game's premiere :)
From what I think you will most likely buy the main game with two DLCs in one purchase nowadays."
CamyVero,"Apr 17, 2020",8,"Nice old school shooter. If you looking for a long, fast game, to kill enemies in slow motion while their blood splashes everywhere, this is the one for you. Currently you can find it very cheap with it's expansions and sequels. Tens of hours of good old classic shooting game for less than 5€."
Silhouette,"Apr 16, 2020",7,Good FPS with time dilation feature. Good combat vs this replicas soldiers. that's all.
Wiebe,"Feb 26, 2020",9,"Best horror game, not obviously spooky but tense in a good way, excellent gameplay, only weakness is enemy variety."
